Komoditas,Luas Panen Padi,GKP Tingkat Petani,GKP Tingkat Penggilingan,GKG Tingkat Penggilingan,Beras Medium Penggilingan,Beras Premium Penggilingan,Jagung Pipilan Kering,Kedelai Biji Kering (Lokal),Bawang Merah,Cabai Merah Keriting,Cabai Rawit Merah,Sapi (Hidup),Ayam Ras Pedaging (Hidup),Telur Ayam Ras,Stok GKG Tingkat Penggilingan,Stok Beras Tingkat Penggilingan
12/04/2022,20,4.180,4.380,5.220,8.860,10.060,5.260,9.090,19.800,19.610,26.020,53.790,23.310,21.200,130,90
13/04/2022,20,4.090,4.320,5.160,8.900,10.060,5.320,9.500,19.480,19.990,28.080,53.980,23.080,20.950,130,80
14/04/2022,20,4.120,4.390,5.220,8.930,10.060,5.260,9.090,19.380,18.270,25.150,53.980,23.080,21.180,130,80
15/04/2022,20,4.150,4.420,5.290,8.840,10.060,5.190,9.090,18.730,16.670,22.790,53.670,23.250,21.340,180,60
16/04/2022,20,4.180,4.440,5.230,8.860,10.060,5.240,9.040,18.530,16.820,20.730,54.040,22.970,20.990,130,80
17/04/2022,20,4.180,4.450,5.250,8.850,10.070,5.190,9.040,17.470,16.840,20.580,53.890,22.970,20.970,130,80
18/04/2022,20,4.180,4.450,5.240,8.850,10.070,5.190,9.040,18.010,17.520,20.640,54.210,23.110,21.050,120,80
19/04/2022,20,4.150,4.420,5.250,8.910,10.090,5.170,8.940,18.210,18.360,19.570,54.070,23.010,21.110,130,80
20/04/2022,20,4.160,4.420,5.240,9.000,10.110,5.170,8.990,17.800,17.500,20.780,54.760,23.240,21.380,140,50
21/04/2022,30,4.240,4.510,5.280,8.910,10.040,5.200,9.050,17.760,17.430,19.360,54.730,23.130,21.400,130,70
22/04/2022,20,4.170,4.430,5.250,9.050,10.080,5.220,9.090,17.780,16.910,20.020,54.200,23.030,21.650,150,60
23/04/2022,20,4.090,4.500,5.300,9.030,10.060,5.250,9.500,17.110,16.090,19.950,54.200,23.260,21.810,150,60
24/04/2022,20,4.150,4.410,5.230,9.050,10.100,5.230,9.140,17.450,15.680,18.710,54.920,23.590,22.010,140,70
25/04/2022,10,4.140,4.420,5.230,9.050,10.100,5.290,9.140,16.850,16.480,18.940,55.350,23.480,22.320,150,60
26/04/2022,10,4.150,4.410,5.300,9.040,10.100,5.270,9.140,16.000,17.410,19.310,55.120,24.020,22.350,140,80
27/04/2022,20,4.130,4.420,5.170,9.040,10.060,5.270,9.140,15.900,17.660,19.570,55.620,24.140,22.600,120,80
28/04/2022,10,4.150,4.420,5.240,9.040,10.100,5.250,9.140,17.360,22.160,22.920,55.800,24.370,23.260,140,70
29/04/2022,20,4.110,4.420,5.180,9.040,10.060,5.270,9.140,18.310,23.330,21.480,57.110,24.520,23.270,130,60
30/04/2022,10,4.150,4.420,5.250,9.040,10.100,5.270,9.140,17.220,25.140,22.220,56.840,25.040,23.530,140,70
01/05/2022,10,4.060,4.350,5.180,8.950,10.080,5.310,9.140,18.810,27.100,23.450,57.740,24.710,23.420,140,70
02/05/2022,10,4.210,4.510,5.230,8.980,10.100,5.250,9.140,19.560,27.370,24.530,57.670,25.320,23.560,140,60
03/05/2022,10,4.210,4.480,5.310,9.120,10.100,5.220,9.090,18.350,25.280,23.210,56.380,24.520,23.400,100,40
04/05/2022,10,4.110,4.390,5.180,8.910,10.050,5.190,9.040,18.170,25.080,23.430,55.830,24.800,23.460,120,70
05/05/2022,10,4.110,4.390,5.080,8.910,10.080,5.190,9.040,17.980,25.370,23.590,55.700,24.430,23.370,120,60
06/05/2022,10,4.110,4.390,5.180,8.910,10.050,5.190,9.040,17.710,24.490,23.940,55.520,24.520,23.030,120,60
07/05/2022,10,4.090,4.380,5.180,8.910,10.050,5.170,8.990,17.670,23.140,23.180,55.370,24.490,23.060,120,60
08/05/2022,10,4.110,4.380,5.160,9.050,10.060,5.150,8.990,16.920,21.890,22.540,55.140,24.570,23.040,100,60
09/05/2022,10,4.130,4.410,5.230,8.830,9.970,5.070,9.040,17.040,20.220,20.710,54.360,24.510,23.010,110,70
10/05/2022,10,4.170,4.450,5.150,8.830,9.970,5.060,8.990,16.730,17.950,19.630,54.740,24.170,22.920,120,70
11/05/2022,10,4.170,4.450,5.270,8.830,9.970,5.100,8.990,17.360,18.850,21.250,54.630,24.340,23.080,120,70
12/05/2022,10,4.170,4.440,5.270,8.830,9.970,5.150,8.990,17.360,19.810,20.830,54.650,23.670,22.990,120,70
13/05/2022,10,4.170,4.450,5.270,8.830,9.960,5.150,8.990,17.360,19.170,20.770,54.470,23.590,22.680,110,80
14/05/2022,10,4.170,4.440,5.240,8.830,9.960,5.150,8.990,17.740,19.970,18.080,54.430,23.370,22.700,100,90
15/05/2022,10,4.160,4.430,5.270,8.770,9.910,5.150,8.990,18.090,18.470,21.460,54.260,23.310,22.850,100,90
16/05/2022,20,4.200,4.470,5.240,8.810,9.910,5.140,8.990,18.020,19.040,21.880,54.860,23.350,22.780,100,90
17/05/2022,10,4.160,4.410,5.240,8.810,9.900,5.140,8.990,17.260,19.930,22.420,55.450,23.280,22.740,120,90
18/05/2022,10,4.100,4.400,5.220,8.780,9.890,5.200,9.400,18.050,24.650,28.820,55.650,22.580,22.990,120,90
19/05/2022,10,4.140,4.410,5.250,8.780,9.910,5.170,8.990,19.060,23.430,28.150,55.920,22.100,23.070,120,90
20/05/2022,10,4.140,4.410,5.250,8.810,9.910,5.130,8.990,18.880,23.490,28.210,55.460,21.940,23.880,120,90
21/05/2022,10,4.140,4.410,5.250,8.810,9.910,5.130,8.990,18.860,22.890,27.560,55.560,21.610,24.070,120,90
22/05/2022,20,4.140,4.410,5.180,8.810,9.830,5.120,8.990,19.440,24.050,27.210,55.440,21.620,23.990,120,80
23/05/2022,10,4.160,4.410,5.240,8.810,9.910,5.060,9.040,19.950,25.590,28.530,55.480,21.320,24.080,130,100
24/05/2022,10,4.100,4.400,5.210,8.740,9.890,5.020,9.300,19.470,27.510,31.340,55.440,21.470,24.180,150,100
25/05/2022,10,4.140,4.400,5.230,8.800,9.900,5.010,9.040,21.630,27.670,30.860,55.410,21.590,24.140,130,100
26/05/2022,10,4.160,4.410,5.240,8.800,9.900,5.010,9.040,21.450,28.410,32.550,55.380,21.620,24.140,130,100
27/05/2022,10,4.180,4.410,5.240,8.800,9.900,4.990,9.040,21.540,28.950,33.720,55.350,21.830,24.300,130,100
28/05/2022,10,4.120,4.420,5.200,8.790,9.880,4.890,9.500,20.910,31.320,36.730,55.240,21.870,24.190,130,110
29/05/2022,10,4.200,4.420,5.120,8.770,9.760,4.890,9.500,21.890,30.850,35.960,55.590,21.820,24.110,130,100
30/05/2022,10,4.180,4.410,5.220,8.800,9.890,4.910,9.040,21.540,30.510,34.600,55.270,22.120,24.210,130,110
31/05/2022,10,4.180,4.420,5.130,8.800,9.900,4.890,9.040,21.540,30.620,35.300,55.030,21.990,24.180,130,90
01/06/2022,10,4.140,4.410,5.230,8.790,9.970,4.870,9.500,21.890,32.340,37.030,55.110,22.640,24.020,130,90
02/06/2022,10,4.160,4.420,5.250,8.820,9.970,4.890,9.040,21.890,32.920,38.440,56.040,22.090,24.410,130,100
03/06/2022,10,4.180,4.410,5.230,8.790,9.890,4.910,9.040,22.070,34.110,40.200,55.930,23.000,24.340,150,100
04/06/2022,10,4.160,4.410,5.230,8.820,9.760,4.910,9.040,21.720,34.000,41.960,56.010,23.320,24.660,130,100
05/06/2022,10,4.180,4.420,5.230,8.780,9.840,4.830,9.040,22.830,35.730,42.410,56.190,23.400,24.030,130,100
06/06/2022,10,4.180,4.420,5.280,8.780,9.910,4.850,9.040,22.330,35.640,45.530,56.370,23.410,24.880,130,90
07/06/2022,10,4.200,4.430,5.280,8.780,9.910,4.880,9.040,22.620,37.200,43.670,56.680,23.640,24.720,130,90
08/06/2022,10,4.200,4.630,5.280,8.780,9.910,4.900,8.990,22.340,38.130,47.150,56.910,23.730,25.190,130,90
09/06/2022,30,4.250,4.520,5.240,8.580,9.800,4.870,9.500,23.020,39.620,55.830,56.280,24.080,24.330,160,50
10/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
25/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30/06/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01/07/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02/07/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03/07/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
04/07/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
05/07/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
06/07/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
07/07/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
08/07/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
09/07/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10/07/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11/07/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/07/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13/07/2022,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14/07/2022,10,4.260,4.500,5.190,8.770,9.900,4.520,-,36.280,55.210,67.410,56.100,23.490,24.230,70,70
15/07/2022,10,4.260,4.500,5.290,8.800,9.950,4.560,9.500,37.320,53.880,66.640,55.660,22.800,24.700,70,60
16/07/2022,10,4.260,4.500,5.290,8.810,9.950,4.560,9.500,37.480,55.370,68.540,55.460,22.890,24.190,70,60
17/07/2022,10,4.220,4.520,5.230,8.800,9.890,4.560,9.500,36.520,52.840,64.130,55.660,22.650,24.540,60,50
18/07/2022,10,4.260,4.510,5.280,8.850,9.870,4.310,9.500,36.050,52.610,67.600,55.540,22.790,24.480,70,60
19/07/2022,10,4.240,4.490,5.280,8.840,9.870,4.190,9.500,38.990,49.490,63.910,55.280,22.710,24.600,80,70
20/07/2022,10,4.220,4.490,5.270,8.770,9.850,4.070,9.500,36.360,51.280,63.930,55.240,22.630,24.360,100,70
21/07/2022,10,4.260,4.510,5.290,8.840,9.870,4.210,9.500,33.590,50.690,58.320,54.860,22.590,24.050,80,60
22/07/2022,10,4.320,4.510,5.290,8.840,9.870,4.210,9.500,29.750,48.700,52.570,55.170,22.830,24.650,80,60
23/07/2022,10,4.220,4.490,5.250,8.830,9.850,4.050,9.500,26.310,47.430,48.120,54.210,23.240,24.440,90,70
24/07/2022,10,4.270,4.520,5.220,8.850,9.800,4.170,9.500,27.130,47.140,46.160,55.010,22.930,24.760,70,60
25/07/2022,10,4.240,4.480,5.290,8.770,9.910,4.100,9.500,28.200,46.780,49.180,54.700,22.770,24.670,80,60
26/07/2022,10,4.240,4.490,5.300,8.770,9.910,4.110,9.500,25.480,45.890,44.490,54.510,23.390,24.560,80,60
27/07/2022,10,4.240,4.490,5.300,8.770,9.910,4.110,9.500,23.110,46.070,45.130,54.580,23.220,24.450,80,60
28/07/2022,10,4.260,4.500,5.300,8.770,9.880,4.150,9.500,23.840,46.210,43.290,54.460,23.030,24.570,90,70
29/07/2022,20,4.320,4.560,5.300,8.760,9.900,4.150,9.500,22.240,46.140,43.200,53.780,23.020,24.360,70,70
30/07/2022,10,4.270,4.500,5.240,8.760,9.860,4.170,9.500,21.090,45.950,42.300,54.260,22.730,24.410,60,60
31/07/2022,10,4.240,4.500,5.300,8.760,9.900,4.170,9.500,21.260,44.730,40.650,53.930,22.970,24.130,70,70
01/08/2022,10,4.220,4.480,5.300,8.730,9.880,4.130,-,21.670,44.990,41.800,54.400,22.320,24.100,100,70
02/08/2022,10,4.170,4.460,5.280,8.690,10.040,3.990,9.500,21.260,43.430,41.560,53.910,22.560,24.170,70,70
03/08/2022,10,4.300,4.600,5.340,8.640,10.030,4.290,-,21.720,44.880,41.110,54.190,22.370,24.420,90,170
04/08/2022,10,4.250,4.500,5.310,8.720,10.070,4.140,9.500,21.400,43.430,40.680,53.670,22.660,23.870,60,70
05/08/2022,10,4.240,4.500,5.350,8.770,10.080,4.170,9.500,21.250,43.290,40.560,53.240,22.350,23.830,90,110
06/08/2022,10,4.220,4.480,5.290,8.690,10.080,4.020,9.500,20.570,42.500,40.880,53.630,22.620,23.860,50,70
07/08/2022,20,4.260,4.500,5.270,8.730,9.990,4.170,9.500,20.570,40.990,39.390,53.580,22.070,23.860,60,60
08/08/2022,10,4.230,4.500,5.320,8.720,10.080,4.240,9.500,21.250,40.780,40.920,53.480,22.250,23.790,80,70
09/08/2022,10,4.200,4.480,5.300,8.670,10.100,4.030,9.500,21.750,41.150,41.480,53.510,22.040,23.790,80,80
10/08/2022,10,4.220,4.480,5.300,8.670,10.080,4.050,9.500,21.250,40.570,41.980,53.280,21.890,23.840,80,70
11/08/2022,10,4.290,4.500,5.410,8.720,10.080,4.170,9.500,21.090,40.230,41.380,53.830,21.920,23.740,80,70
12/08/2022,10,4.300,4.560,5.320,8.720,10.080,4.190,9.500,22.110,40.880,40.410,53.620,21.710,23.800,70,70
13/08/2022,0,4.250,4.500,5.470,8.960,10.000,4.260,9.500,21.740,40.610,40.240,53.970,21.570,24.280,90,110
14/08/2022,20,4.280,4.520,5.270,8.730,10.010,4.190,9.500,20.830,39.180,38.290,53.900,21.460,25.060,60,50
15/08/2022,20,4.410,4.700,5.440,8.820,10.080,4.290,9.500,20.630,39.650,39.700,53.490,21.860,25.080,50,40
16/08/2022,10,4.360,4.630,5.420,8.840,10.110,4.300,9.500,20.630,37.720,37.510,53.900,21.630,25.420,50,40
17/08/2022,20,4.410,4.630,5.410,8.840,10.110,4.300,9.500,21.200,37.640,36.580,53.780,22.170,25.460,40,40
18/08/2022,20,4.410,4.620,5.410,8.890,10.030,4.300,9.500,21.200,37.980,36.640,54.040,21.830,25.970,40,40
19/08/2022,10,4.360,4.620,5.400,8.890,10.030,4.300,9.500,20.110,36.110,34.400,53.960,22.020,25.970,40,40
20/08/2022,10,4.360,4.620,5.400,8.890,10.010,4.330,9.500,19.360,35.560,34.230,53.530,21.840,26.540,40,40
21/08/2022,10,4.460,4.660,5.400,8.880,10.030,4.360,9.500,20.210,35.820,33.460,54.190,22.480,25.980,50,50
22/08/2022,10,4.370,4.610,5.430,8.940,10.060,4.400,9.500,19.120,36.170,32.450,53.550,22.450,25.900,60,40
23/08/2022,10,4.360,4.630,5.410,8.930,10.060,4.270,9.500,19.530,36.660,31.540,53.770,22.300,26.170,80,40
24/08/2022,10,4.390,4.620,5.430,8.960,10.060,4.400,9.500,19.610,35.510,31.290,54.240,22.340,26.260,60,30
25/08/2022,10,4.390,4.630,5.440,9.000,10.060,4.370,9.500,18.180,34.950,30.460,54.190,22.140,26.730,70,70
26/08/2022,10,4.360,4.630,5.460,9.000,10.050,4.370,9.500,18.340,34.510,30.350,54.190,22.330,26.160,70,70
27/08/2022,30,4.420,4.690,5.390,8.970,9.940,4.420,9.500,17.940,34.270,30.360,54.660,22.380,25.900,50,50
28/08/2022,20,4.450,4.690,5.440,9.010,10.020,4.420,9.500,19.870,35.810,29.580,54.490,22.430,26.240,70,50
29/08/2022,40,4.540,4.710,5.420,8.820,9.970,4.390,9.500,18.260,34.130,29.810,53.750,22.480,25.890,70,60
30/08/2022,20,4.460,4.710,5.410,8.820,9.980,4.320,-,18.090,33.110,29.950,53.850,21.890,25.680,70,40
31/08/2022,20,4.490,4.760,5.420,8.860,10.010,4.290,9.500,17.340,33.010,30.540,53.920,21.940,25.940,60,50
01/09/2022,30,4.540,4.800,5.370,8.860,9.910,4.270,9.500,17.960,32.920,30.140,53.920,21.510,25.950,60,40
02/09/2022,30,4.610,4.780,5.420,8.880,10.010,4.320,9.500,18.270,33.850,31.390,53.990,21.180,26.010,70,50
03/09/2022,40,4.580,4.820,5.370,8.860,9.910,4.290,9.500,17.970,33.100,31.850,54.170,21.660,25.240,80,50
04/09/2022,20,4.580,4.820,5.390,8.860,10.020,4.280,9.500,18.710,33.650,31.460,53.830,21.590,25.340,80,90
05/09/2022,20,4.570,4.820,5.420,8.880,10.010,4.270,9.500,18.460,34.160,32.080,54.430,21.450,25.120,60,70
06/09/2022,20,4.560,4.820,5.420,8.880,10.080,4.270,9.500,18.640,35.400,30.960,54.190,21.450,25.080,70,70
07/09/2022,20,4.580,4.810,5.420,8.910,9.970,4.300,9.500,19.010,39.290,32.460,54.190,21.680,25.000,80,70
08/09/2022,20,4.580,4.800,5.450,8.910,9.970,4.290,9.500,19.410,40.250,32.510,54.190,21.710,24.990,80,70
09/09/2022,20,4.570,4.800,5.450,8.910,9.970,4.290,9.500,18.270,39.900,31.360,54.190,21.610,25.050,80,70
10/09/2022,20,4.600,4.800,5.440,8.910,10.050,4.290,9.500,18.820,41.750,34.480,54.020,21.650,24.890,80,60
11/09/2022,30,4.660,4.870,5.420,8.910,9.900,4.290,9.500,19.200,41.430,32.140,54.860,22.130,24.950,70,70
12/09/2022,20,4.580,4.800,5.500,9.000,10.080,4.360,9.500,20.420,43.090,35.780,54.130,21.460,24.810,70,70
13/09/2022,20,4.600,4.780,5.550,9.180,10.210,4.360,9.500,19.470,41.470,35.650,54.190,21.500,24.790,60,60
14/09/2022,20,4.620,4.780,5.550,9.180,10.260,4.360,9.500,20.000,40.870,36.570,54.580,21.490,24.570,60,60
15/09/2022,40,4.750,4.880,5.510,9.210,10.220,4.360,9.500,20.910,41.530,37.860,54.190,21.650,24.600,70,80
16/09/2022,40,4.780,4.810,5.540,9.210,10.310,4.380,9.500,20.000,41.160,37.350,53.790,21.750,24.390,70,80
17/09/2022,20,4.590,4.780,5.620,9.250,10.330,4.380,9.500,20.480,42.770,37.840,54.310,21.560,24.440,80,70
18/09/2022,20,4.620,4.790,5.560,9.180,10.280,4.400,9.500,20.200,37.120,36.680,52.260,22.170,24.100,70,70
19/09/2022,20,4.610,4.790,5.560,9.170,10.260,4.400,9.500,20.560,40.340,37.950,53.770,21.680,24.110,80,70
20/09/2022,20,4.610,4.810,5.600,9.210,10.260,4.380,9.500,20.560,40.130,39.650,54.190,21.600,23.540,70,70
21/09/2022,20,4.610,4.810,5.580,9.200,10.260,4.430,9.500,20.710,40.680,41.390,53.290,21.270,23.190,80,80
22/09/2022,20,4.610,4.810,5.580,9.230,10.260,4.490,9.500,20.710,40.700,41.650,53.770,21.350,23.180,80,60
23/09/2022,20,4.560,4.810,5.580,9.310,10.270,4.510,9.500,20.630,39.630,41.580,53.920,21.490,22.680,80,60
24/09/2022,30,4.660,4.950,5.650,9.360,10.300,4.510,9.500,20.710,38.780,40.860,54.430,21.920,22.540,60,60
25/09/2022,10,4.460,4.910,5.670,9.410,10.350,4.510,9.500,18.650,38.650,41.840,53.370,21.240,22.110,80,80
26/09/2022,10,4.420,4.870,5.640,9.360,10.300,4.490,9.500,20.020,38.170,42.490,53.990,21.120,22.390,70,70
27/09/2022,10,4.440,4.880,5.650,9.360,10.370,4.490,9.500,18.220,36.110,40.790,53.910,21.330,22.070,70,60
28/09/2022,0,4.440,4.890,5.720,9.340,10.280,4.420,9.500,18.380,35.780,40.300,53.890,20.870,21.580,80,70
29/09/2022,10,4.480,4.970,5.670,9.360,10.300,4.470,9.500,18.460,35.550,39.950,53.820,20.850,21.700,60,50
30/09/2022,0,4.470,4.780,5.660,9.310,10.260,4.470,9.500,19.430,35.180,39.280,53.970,20.550,21.360,80,50
01/10/2022,10,4.480,4.960,5.670,9.340,10.300,4.470,9.500,19.450,34.480,38.580,53.420,20.610,20.880,80,60
02/10/2022,0,4.440,4.860,5.650,9.340,10.310,4.500,9.500,19.340,33.120,38.350,53.800,20.530,20.930,70,40
03/10/2022,0,4.440,4.860,5.700,9.370,10.070,4.400,9.500,19.450,33.720,38.050,53.880,20.580,20.940,60,50
04/10/2022,0,4.420,4.860,5.670,9.240,10.200,4.400,9.500,19.450,33.090,38.940,53.290,21.040,20.960,60,50
05/10/2022,10,4.480,4.940,5.670,9.220,10.160,4.440,9.500,19.240,31.740,38.330,53.760,20.590,21.140,80,50
06/10/2022,0,4.460,4.860,5.670,9.280,10.200,4.310,9.500,19.370,31.700,38.140,53.910,20.380,21.750,70,40
07/10/2022,0,4.420,4.850,5.670,9.280,10.200,4.330,9.500,19.070,32.530,38.080,53.490,20.510,21.560,70,30
08/10/2022,0,4.200,4.940,5.690,9.290,10.360,4.400,9.500,19.950,32.220,36.420,53.090,20.470,21.790,60,30
09/10/2022,10,4.250,4.890,5.680,9.240,10.310,4.360,9.500,19.500,33.610,39.620,53.680,20.380,21.890,50,30
10/10/2022,0,4.250,4.870,5.740,9.210,10.280,4.350,9.500,18.930,33.380,39.800,53.270,20.840,22.010,50,30
11/10/2022,0,4.250,4.860,5.640,9.220,10.340,4.380,9.500,18.930,33.340,39.850,53.190,19.530,22.520,50,30
12/10/2022,0,4.390,4.820,5.650,9.180,10.280,4.360,9.500,19.680,34.100,39.950,53.160,20.280,22.740,70,30
13/10/2022,10,4.410,4.880,5.630,9.220,10.330,4.380,9.500,19.730,32.640,37.360,53.260,20.690,22.330,40,20
14/10/2022,0,4.370,4.800,5.630,9.210,10.350,4.380,9.500,19.580,32.110,35.100,53.490,20.170,22.740,60,20
15/10/2022,10,4.370,4.800,5.630,9.280,10.350,4.380,9.500,19.970,34.500,35.420,53.350,20.620,22.850,50,30
16/10/2022,10,4.370,4.800,5.650,9.280,10.350,4.380,9.500,20.330,35.390,34.570,53.980,21.050,22.420,50,20
17/10/2022,10,4.330,4.800,5.670,9.270,10.210,4.410,9.500,20.070,33.410,34.020,53.460,20.550,23.030,70,40
18/10/2022,10,4.330,4.800,5.670,9.270,10.210,4.400,9.500,20.840,32.150,32.260,53.560,20.250,23.070,70,40
19/10/2022,10,4.330,4.850,5.640,9.270,10.160,4.360,9.500,21.030,33.970,33.800,53.330,20.550,23.240,80,30
20/10/2022,10,4.310,4.820,5.660,9.310,10.240,4.380,9.500,20.930,31.970,32.100,53.350,20.310,23.810,120,50
21/10/2022,10,4.330,4.770,5.650,9.270,10.210,4.400,9.500,20.450,29.500,32.430,52.870,21.070,23.340,90,30
22/10/2022,10,4.390,4.840,5.670,9.310,10.240,4.380,9.510,20.290,28.820,31.670,53.670,20.590,23.470,120,50
23/10/2022,10,4.390,4.850,5.630,9.270,10.150,4.400,9.500,19.970,28.790,30.890,53.010,21.050,23.450,80,30
24/10/2022,10,4.370,4.790,5.670,9.300,10.220,4.410,9.500,20.290,27.970,31.500,53.000,20.300,23.590,80,40
25/10/2022,10,4.440,4.830,5.690,9.300,10.220,4.400,9.500,20.920,25.180,29.960,53.880,20.820,23.510,80,40
26/10/2022,10,4.450,4.870,5.700,9.340,10.260,4.380,9.500,20.920,24.540,29.030,53.010,20.830,23.570,110,50
27/10/2022,10,4.420,4.830,5.690,9.280,10.220,4.410,9.500,21.000,24.930,29.980,53.230,20.120,23.520,80,30
28/10/2022,0,4.430,4.870,5.700,9.320,10.260,4.440,9.500,21.030,23.790,29.040,53.510,20.960,23.640,120,50
29/10/2022,0,4.410,4.830,5.680,9.270,10.220,4.450,9.500,21.190,25.050,28.580,53.220,20.840,23.540,100,40
30/10/2022,10,4.410,4.830,5.680,9.270,10.220,4.450,9.500,21.320,23.780,28.700,53.500,20.890,23.830,100,50
31/10/2022,10,4.440,4.830,5.680,9.260,10.160,4.410,9.500,20.070,24.160,28.300,52.960,20.400,23.470,90,40
01/11/2022,10,4.410,4.880,5.720,9.280,10.230,4.370,9.500,20.220,24.600,27.410,53.060,21.390,23.340,210,100
02/11/2022,10,4.470,4.880,5.680,9.280,10.250,4.410,9.500,20.700,25.190,27.800,53.250,21.250,23.320,90,30
03/11/2022,10,4.500,4.920,5.690,9.370,10.300,4.410,9.500,20.070,24.320,27.240,52.880,21.580,23.350,80,30
04/11/2022,10,4.510,4.930,5.720,9.350,10.410,4.390,9.500,20.070,24.690,28.730,52.190,21.670,23.420,110,60
05/11/2022,10,4.550,5.030,5.680,9.380,10.360,4.370,9.500,19.880,24.450,28.430,53.970,21.180,23.480,140,50
06/11/2022,10,4.540,4.990,5.680,9.400,10.430,4.390,9.500,20.100,24.390,28.490,53.410,21.320,23.400,90,30
07/11/2022,10,4.530,4.960,5.650,9.370,10.350,4.390,9.500,20.420,24.430,28.400,52.300,20.760,23.520,130,40
08/11/2022,10,4.530,4.930,5.670,9.350,10.350,4.380,9.500,21.180,21.460,26.340,53.640,21.470,23.470,100,30
09/11/2022,10,4.530,4.930,5.670,9.360,10.350,4.390,9.500,20.630,21.460,24.090,54.130,21.070,23.820,90,30
10/11/2022,10,4.620,5.080,5.650,9.370,10.330,4.330,9.500,20.340,19.220,23.520,53.030,21.560,23.640,90,20
11/11/2022,10,4.630,5.170,5.620,9.360,10.220,4.270,9.500,19.960,18.710,22.730,52.640,20.100,24.030,130,30
12/11/2022,10,4.510,4.930,5.670,9.350,10.350,4.340,9.500,20.740,20.670,23.040,53.290,21.150,24.480,90,30
13/11/2022,10,4.530,4.980,5.700,9.350,10.500,4.340,9.500,21.180,19.390,22.950,52.710,21.610,23.980,80,40
14/11/2022,10,4.510,4.930,5.670,9.350,10.490,4.340,9.500,19.840,18.520,23.190,52.600,21.250,24.360,80,30
15/11/2022,10,4.530,4.930,5.700,9.370,10.490,4.340,9.500,20.240,18.790,22.980,52.150,21.270,23.880,70,40
16/11/2022,10,4.510,4.930,5.690,9.370,10.490,4.310,9.500,19.840,18.690,23.120,52.770,21.190,24.320,70,40
17/11/2022,10,4.510,4.940,5.730,9.380,10.490,4.310,9.500,19.840,18.690,22.930,52.970,21.260,24.280,70,40
18/11/2022,10,4.550,5.030,5.730,9.440,10.500,4.270,9.500,21.190,16.960,22.470,52.730,20.750,24.290,70,40
19/11/2022,20,4.700,5.030,5.730,9.420,10.500,4.310,9.500,19.810,18.010,21.960,53.160,21.060,24.370,80,40
20/11/2022,10,4.640,5.050,5.670,9.400,10.430,4.350,-,20.220,16.610,21.710,52.900,21.190,24.490,50,30
21/11/2022,10,4.560,4.960,5.720,9.410,10.500,4.370,9.500,20.050,17.330,21.660,52.480,20.940,24.480,70,30
22/11/2022,0,4.410,4.860,5.740,9.340,10.450,4.390,9.500,18.940,16.570,23.220,52.680,21.200,24.370,40,80
